interID,ncID,ncType,ncIdentifier,ncName,PartnerID,prType,prIdentifier,InteractionPartner,interDescription,experiment,pubmed,organism,tag,interClass,interLevel,NONCODETranscriptID
ncRI-191652,11770,NONCODE,n385951,RPI001_123570,18936,UniProt,P31483,TIA1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT005942.2
ncRI-192913,12106,NONCODE,n337977,RPI001_20941,10351,UniProt,P26599,PTBP1,"PTB is a well-characterized splicing repressor. CLIP-seq identifies direct RNA targets for PTB in HeLa cells, finding that PTB bound to multiple regions, regardless of whether the site is subject to regulation.",CLIP-seq,20064465,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT003604.2
ncRI-192243,11890,NONCODE,n338114,RPI001_156282,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-191887,11817,NONCODE,n342631,RPI001_131978,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT099881.2
ncRI-188637,11193,NONCODE,n337886,RPI001_1002547,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-188953,11250,NONCODE,n344995,RPI001_100711,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT125784.2
ncRI-193271,12266,NONCODE,n344478,RPI001_2594,10702,UniProt,O43251,RBFOX2,CLIP-seq identifies specific targets of FOX2 in vivo.,CLIP-seq,19136955,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT039751.2
ncRI-192426,11945,NONCODE,n384484,RPI001_165512,10470,UniProt,Q96PU8,QKI,PAR-CLIP of QKI indicates the noncoding transcript as binding site.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT097499.2
ncRI-198036,15204,NONCODE,n405614,RPI001_603463,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-196151,13661,NONCODE,n368394,RPI001_459289,18740,UniProt,Q13148,TARDBP,TDP-43 is a predominantly nuclear RNA-binding protein that forms inclusion bodies in frontotemporal lobar degeneration (FTLD) and amyotrophic lateral sclerosis (ALS). iCLIP found that TDP-43 increasely bound to specific noncoding RNAs in FTLD.,iCLIP,21358640,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT099965.2
ncRI-198326,15383,NONCODE,n380177,RPI001_66608,18939,UniProt,Q49AS9,TIAL1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT129051.2
ncRI-191157,11664,NONCODE,n338204,RPI001_108706,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT005505.2
ncRI-189007,11260,NONCODE,n381557,RPI001_1008033,4619,UniProt,P35637,FUS,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT016441.2
ncRI-198327,15384,NONCODE,n325017,RPI001_666981,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-198410,15438,NONCODE,n337706,RPI001_683999,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide HuR binding sites.,PAR-CLIP,21723171,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT041817.2
ncRI-189788,11386,NONCODE,n339833,RPI001_1018617,18740,UniProt,Q13148,TARDBP,TDP-43 is a predominantly nuclear RNA-binding protein that forms inclusion bodies in frontotemporal lobar degeneration (FTLD) and amyotrophic lateral sclerosis (ALS). iCLIP found that TDP-43 increasely bound to specific noncoding RNAs in FTLD.,iCLIP,21358640,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT058969.2
ncRI-188400,11168,NONCODE,n385727,RPI001_1001043,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-195798,13428,NONCODE,n341034,RPI001_396884,18740,UniProt,Q13148,TARDBP,TDP-43 is a predominantly nuclear RNA-binding protein that forms inclusion bodies in frontotemporal lobar degeneration (FTLD) and amyotrophic lateral sclerosis (ALS). iCLIP found that TDP-43 increasely bound to specific noncoding RNAs in FTLD.,iCLIP,21358640,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT021478.2
ncRI-191060,11649,NONCODE,n342555,RPI001_106688,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of ELAVL1 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-191074,11649,NONCODE,n342555,RPI001_106688,18939,UniProt,Q49AS9,TIAL1,T-cell intracellular antigen 1 (TIA1) and TIA1-like 1 (TIAL1) locally enhance exon inclusion by recruiting U1 snRNP to 5' splice sites. UV-crosslinking and immunoprecipitation (iCLIP) found TIA1 and TIAL1 binding positions on human RNAs.,iCLIP,21048981,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-189682,11370,NONCODE,n339305,RPI001_1016876,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-195793,13425,NONCODE,n381585,RPI001_394787,18740,UniProt,Q13148,TARDBP,TDP-43 is a predominantly nuclear RNA-binding protein that forms inclusion bodies in frontotemporal lobar degeneration (FTLD) and amyotrophic lateral sclerosis (ALS). iCLIP found that TDP-43 increasely bound to specific noncoding RNAs in FTLD.,iCLIP,21358640,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT017355.2
ncRI-195718,13376,NONCODE,n381071,RPI001_380635,18740,UniProt,Q13148,TARDBP,TDP-43 is a predominantly nuclear RNA-binding protein that forms inclusion bodies in frontotemporal lobar degeneration (FTLD) and amyotrophic lateral sclerosis (ALS). iCLIP found that TDP-43 increasely bound to specific noncoding RNAs in FTLD.,iCLIP,21358640,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT001263.2
ncRI-197749,15018,NONCODE,n367651,RPI001_540205,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT100800.2
ncRI-190575,11542,NONCODE,n344943,RPI001_1035171,4619,UniProt,P35637,FUS,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT119135.2
ncRI-198468,15469,NONCODE,n338922,RPI001_700821,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT072807.2
ncRI-192597,12002,NONCODE,n338325,RPI001_179310,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT037203.2
ncRI-191855,11811,NONCODE,n338218,RPI001_130069,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT006254.2
ncRI-190701,11568,NONCODE,n406883,RPI001_1036776,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT123220.2
ncRI-188440,11171,NONCODE,n334052,RPI001_1001086,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-192042,11847,NONCODE,n405438,RPI001_138817,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-189112,11277,NONCODE,n341049,RPI001_1008962,18698,UniProt,Q86X94,TAF15,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT022115.2
ncRI-190591,11547,NONCODE,n341245,RPI001_1035636,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT120522.2
ncRI-188526,11179,NONCODE,n345091,RPI001_1001570,3988,UniProt,Q01844,EWSR1,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT137675.2
ncRI-199884,16732,NONCODE,n378313,RPI001_939446,18387,UniProt,Q07955,SRSF1,"Cross-linking immunoprecipitation and high-throughput sequencing (CLIP-seq) identified binding sites for SFRS1 in the transcriptome of cultured human embryonic kidney cells. SFRS1 was found to engage many different classes of functionally distinct transcripts including mRNA, miRNA, snoRNAs, ncRNAs, and conserved intergenic transcripts of unknown function.",CLIP-seq,19116412,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT133716.2
ncRI-189684,11370,NONCODE,n339305,RPI001_1016876,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-192351,11921,NONCODE,n408353,RPI001_162710,3988,UniProt,Q01844,EWSR1,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT037119.2
ncRI-198014,15190,NONCODE,n342612,RPI001_598200,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of ELAVL1 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT016749.2
ncRI-188560,11184,NONCODE,n342203,RPI001_1001892,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of ELAVL1 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT000091.2
ncRI-193059,12174,NONCODE,n385102,RPI001_237943,6276,UniProt,O00425,IGF2BP3,PAR-CLIP of IGF2BP3 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT119809.2
ncRI-192346,11919,NONCODE,n339646,RPI001_162515,18740,UniProt,Q13148,TARDBP,TDP-43 is a predominantly nuclear RNA-binding protein that forms inclusion bodies in frontotemporal lobar degeneration (FTLD) and amyotrophic lateral sclerosis (ALS). iCLIP found that TDP-43 increasely bound to specific noncoding RNAs in FTLD.,iCLIP,21358640,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT092772.2
ncRI-190179,11464,NONCODE,n384227,RPI001_1025190,4621,UniProt,P35637,FUS_mutant,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-188825,11229,NONCODE,n407311,RPI001_1005980,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-188442,11171,NONCODE,n334052,RPI001_1001086,10470,UniProt,Q96PU8,QKI,PAR-CLIP of QKI indicates the noncoding transcript as binding site.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-191128,11657,NONCODE,n338367,RPI001_107714,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT037576.2
ncRI-189940,11415,NONCODE,n409143,RPI001_1021874,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-189677,11368,NONCODE,n378866,RPI001_101664,18698,UniProt,Q86X94,TAF15,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-188747,11213,NONCODE,n410462,RPI001_1004842,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-188988,11256,NONCODE,n340108,RPI001_1007687,18698,UniProt,Q86X94,TAF15,PAR-CLIP defined global RNA targets for all human FET proteins and two ALS-causing human FUS mutants.,PAR-CLIP,22081015,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT015736.2
ncRI-195759,13399,NONCODE,n375063,RPI001_38574,10351,UniProt,P26599,PTBP1,"PTB is a well-characterized splicing repressor. CLIP-seq identifies direct RNA targets for PTB in HeLa cells, finding that PTB bound to multiple regions, regardless of whether the site is subject to regulation.",CLIP-seq,20064465,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-191273,11688,NONCODE,n338897,RPI001_111205,517,UniProt,Q9UKV8,AGO2,PAR-CLIP identifies transcriptome-wide binding sites of AGO2 under Mnase treated condition.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-190944,11628,NONCODE,n340474,RPI001_105523,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT145165.2
ncRI-188799,11224,NONCODE,n409180,RPI001_100557,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT066662.2
ncRI-191475,11734,NONCODE,n340537,RPI001_117404,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT146130.2
ncRI-198462,15466,NONCODE,n384703,RPI001_699805,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide binding sites of HuR.,PAR-CLIP,21572407,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT102788.2
ncRI-188239,11154,NONCODE,n342861,RPI001_1000602,3564,UniProt,Q15717,ELAVL1,PAR-CLIP identifies transcriptome-wide HuR binding sites.,PAR-CLIP,21723171,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT131106.2
ncRI-188346,11164,NONCODE,n385725,RPI001_1000999,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
ncRI-190278,11484,NONCODE,n346523,RPI001_102798,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT034532.2
ncRI-190210,11468,NONCODE,n339511,RPI001_1026381,18740,UniProt,Q13148,TARDBP,TDP-43 is a predominantly nuclear RNA-binding protein that forms inclusion bodies in frontotemporal lobar degeneration (FTLD) and amyotrophic lateral sclerosis (ALS). iCLIP found that TDP-43 increasely bound to specific noncoding RNAs in FTLD.,iCLIP,21358640,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT091589.2
ncRI-198113,15253,NONCODE,n345221,RPI001_622372,3564,UniProt,Q15717,ELAVL1,"HuR  regulates the stability and translation of their target mRNAs. HuR targets in noncoding region are identified using independent high-throughout approaches including PAR-CLIP, RIP-chip and RNAi.","Integration of RIP-chip, PAR-CLIP and RNAi",21723170,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT033355.2
ncRI-191398,11714,NONCODE,n384496,RPI001_114882,6274,UniProt,Q9Y6M1,IGF2BP2,PAR-CLIP of IGF2BP2 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT097985.2
ncRI-192263,11894,NONCODE,n346101,RPI001_158617,6272,UniProt,Q9NZI8,IGF2BP1,PAR-CLIP of IGF2BP1 indicates the noncoding transcript as binding sites.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,NONHSAT138147.2
ncRI-191371,11708,NONCODE,n323992,RPI001_114127,515,UniProt,Q9UL18,AGO1-4,PAR-CLIP of combined AGO1-4 indicates the noncoding transcript as binding site of AGOs.,PAR-CLIP,20371350,Homo sapiens,ncRNA-protein binding,binding,RNA-Protein,
