ncIdentifier,prIdentifier,interaction
n369876,Q49AS9,0
n379300,Q9UL18,0
n345117,B7ZL34,0
n364686,Q49AS9,0
n380707,Q9HCE1,0
n371665,Q9UPQ9,0
n344604,Q9UPQ9,0
n386682,Q13285,0
n382918,Q9UKV8,0
n387060,Q6PJX3,0
n377506,P31483,0
n364244,Q8NDV7,0
n345954,Q9H9G7,0
n344965,Q9NZI8,0
n344726,Q49AS9,0
n381102,Q8NDV7,0
n345186,Q9Y6M1,0
n344514,Q86X94,0
n344508,Q8NDV7,0
n381057,Q13285,0
n387290,B7ZL34,0
n385725,Q9UKV8,0
n345886,Q9NZI8,0
n378866,Q49AS9,0
n381280,Q96PU8,0
n344462,Q13285,0
n381280,Q9HCJ0,0
n371910,Q8NDV7,0
n381805,Q6PJX3,0
n411720,O00425,0
n411720,P26599,0
n411720,Q01844,0
n411720,P35637,0
n345386,Q96PU8,0
n371665,Q9HCK5,0
n410457,Q9UL18,0
n375244,O43251,0
n384430,Q13285,0
n344975,Q9UPQ9,0
n378567,Q96PU8,0
n365884,B7ZL34,0
n344461,Q9HCK5,0
n385119,Q49AS9,0
n345041,Q49AS9,0
n385914,Q15717,0
n371667,P26599,0
n345293,Q9HCJ0,0
n346167,B7ZL34,0
n377360,O43251,0
n346426,B7ZL34,0
n346109,Q01844,0
n408277,Q9UL18,0
n385685,Q6PJX3,0
n380208,Q9HCE1,0
n370618,Q9Y6M1,0
n344907,Q9UL18,0
n407138,B7ZL34,0
n377254,O43251,0
n411511,Q86X94,0
n407098,Q9NZI8,0
n408353,Q9UL18,0
n408146,Q9Y6M1,0
n406138,Q9Y6M1,0
n411597,Q9UPQ9,0
n344907,Q13285,0
n345271,Q86X94,0
n344899,Q86X94,0
n344678,B7ZL34,0
n376420,Q49AS9,0
n408354,Q9H9G7,0
n385725,B7ZL34,0
n406883,Q9HCJ0,0
n345474,Q8NDV7,0
n378866,Q9UKV8,0
n375478,O43251,0
n383747,Q96PU8,0
n385685,Q07955,0
n372317,Q13285,0
n345437,Q8NDV7,0
n345925,Q49AS9,0
n384227,Q6PJX3,0
n385059,Q49AS9,0
n382487,Q49AS9,0
n368164,Q07955,0
n406287,Q01844,0
n346128,P31483,0
n345296,Q9HCJ0,0
n383862,P31483,0
n382664,Q96PU8,0
n378431,P31483,0
n372718,P35637,0
n345903,Q01844,0
n408055,B7ZL34,0
n346060,Q13285,0
n372685,Q86X94,0
n384209,O43251,0
n345418,P26599,0
n379593,P35637,0
n385229,O43251,0
n381159,Q8NDV7,0
n345594,P35637,0
n407125,Q96PU8,0
n409618,Q6PJX3,0
n409618,Q86X94,0
n409618,Q96PU8,0
n409618,Q01844,0
n386194,Q49AS9,0
n346465,Q6PJX3,0
n384227,Q96PU8,0
n384975,Q01844,0
n386901,Q9UKV8,0
n384140,B7ZL34,0
n381159,Q49AS9,0
n379110,Q9H9G7,0
n345800,O43251,0
n345765,O00425,0
n346537,Q8NDV7,0
n409359,O00425,0
n386179,Q9HCJ0,0
n386067,Q49AS9,0
n346528,Q13148,0
n405299,B7ZL34,0
n345934,Q9HCK5,0
n383019,P35637,0
n383019,Q01844,0
n383019,Q07955,0
n383019,O43251,0
n376473,B7ZL34,0
n384202,P31483,0
n378252,O43251,0
n384643,O43251,0
n384720,Q9HCE1,0
n344818,Q8NDV7,0
n379466,Q07955,0
n385273,O43251,0
n386628,Q13148,0
n381268,O00425,0
n410456,Q9NZI8,0
n386605,Q13148,0
n405399,Q9HCK5,0
n385802,Q9NZI8,0
n377664,Q9HCK5,0
n345014,Q13148,0
n345594,Q96PU8,0
n368764,Q9UKV8,0
n384738,Q9H9G7,0
n379023,Q9HCE1,0
n344664,Q6PJX3,0
n346354,Q01844,0
n407311,Q9HCJ0,0
n407311,Q13285,0
n407311,Q8NDV7,0
n407311,Q96PU8,0
n384082,Q9HCJ0,0
n383639,Q9HCE1,0
n363690,Q96PU8,0
n363690,Q9Y6M1,0
n363690,B7ZL34,0
n385106,Q01844,0
n345850,Q96PU8,0
n383714,Q9HCK5,0
n377837,Q9HCK5,0
n376402,Q9HCJ0,0
n405639,Q13148,0
n344758,Q9HCK5,0
n364533,B7ZL34,0
n377720,Q96PU8,0
n344720,Q13148,0
n406134,Q96PU8,0
n344930,Q13285,0
n407312,B7ZL34,0
n372903,P26599,0
n385002,Q49AS9,0
n375578,P26599,0
n411118,Q9H9G7,0
n382687,Q9H9G7,0
n377616,Q6PJX3,0
n345751,Q9H9G7,0
n385914,Q9UL18,0
n345423,Q9HCJ0,0
n345423,Q9NZI8,0
n345423,Q01844,0
n345423,Q9HCE1,0
n344601,Q01844,0
n376314,Q9HCK5,0
n405440,Q9HCK5,0
n377932,Q6PJX3,0
n345694,Q9UL18,0
n406914,B7ZL34,0
n382918,P26599,0
n386735,Q96PU8,0
n345310,Q9HCJ0,0
n344872,Q9HCE1,0
n385812,Q9UKV8,0
n385511,Q9HCE1,0
n344803,Q9HCJ0,0
n410063,O43251,0
n386687,Q9H9G7,0
n382490,Q9UPQ9,0
n408331,O43251,0
n366279,Q9NZI8,0
n381623,Q86X94,0
n345304,P26599,0
n384841,Q9Y6M1,0
n384422,Q9HCJ0,0
n369984,O43251,0
n379281,Q6PJX3,0
n384754,O43251,0
n384754,Q8NDV7,0
n384754,Q9HCJ0,0
n384754,Q13285,0
n406866,Q96PU8,0
n345781,Q86X94,0
n381789,P35637,0
n386605,Q9H9G7,0
n344514,Q13148,0
n387048,Q86X94,0
n377769,Q96PU8,0
n373805,Q8NDV7,0
n344724,P35637,0
n345117,Q9H9G7,0
n406488,Q9UKV8,0
n364511,Q01844,0
n364511,P35637,0
n364511,P26599,0
n364511,Q13148,0
n386435,Q9NZI8,0
n370204,Q01844,0
n346238,P31483,0
n410072,Q9Y6M1,0
n406134,Q6PJX3,0
n369879,P26599,0
n384430,Q9HCK5,0
n344793,Q9HCJ0,0
n382918,Q13285,0
n381557,Q9HCK5,0
n344601,Q07955,0
n405504,Q9UL18,0
n380177,Q13285,0
n384393,Q86X94,0
n378710,Q9HCK5,0
n345386,Q8NDV7,0
n382497,Q13285,0
n345449,O43251,0
n386628,Q6PJX3,0
n386628,Q8NDV7,0
n386628,P31483,0
n386628,B7ZL34,0
n369240,P31483,0
n411694,B7ZL34,0
n344871,Q13285,0
n346200,Q9UL18,0
n346026,O00425,0
n345424,P35637,0
n378710,Q9UL18,0
n345386,Q9HCJ0,0
n410019,Q9HCE1,0
n371665,Q96PU8,0
n406900,O43251,0
n385709,Q86X94,0
n345059,Q6PJX3,0
n344691,O43251,0
n386179,B7ZL34,0
n375477,Q49AS9,0
n384393,O43251,0
n379110,Q01844,0
n345457,Q07955,0
n387265,Q9HCJ0,0
n344755,Q13285,0
n381078,Q9NZI8,0
n409625,Q15717,0
n383794,Q9HCJ0,0
n411511,Q13285,0
n370290,P31483,0
n378795,Q9HCJ0,0
n407071,P35637,0
n406515,Q9UL18,0
n346460,Q9UKV8,0
n346137,O43251,0
n384212,Q9HCE1,0
n369876,Q9HCK5,0
n384738,Q8NDV7,0
n410523,Q8NDV7,0
n408221,P31483,0
n408221,Q9Y6M1,0
n408221,Q9HCE1,0
n408221,P35637,0
n406795,Q13148,0
n385036,P31483,0
n410063,Q9UPQ9,0
n385468,Q6PJX3,0
n385468,Q96PU8,0
n385468,Q9HCJ0,0
n385468,Q9UPQ9,0
n344490,Q9UPQ9,0
n344541,Q8NDV7,0
n344960,Q9UPQ9,0
n371273,Q8NDV7,0
n375603,Q9UL18,0
n382508,Q15717,0
n344656,Q9H9G7,0
n377360,Q9HCJ0,0
n406442,Q01844,0
n374138,O43251,0
n344871,Q9HCJ0,0
n406134,Q13285,0
n370880,Q9NZI8,0
n345289,B7ZL34,0
n344540,Q9H9G7,0
n344748,Q96PU8,0
n344745,Q13285,0
n384770,Q9NZI8,0
n345232,B7ZL34,0
n384703,O00425,0
n344460,Q07955,0
n345437,Q13285,0
n385272,Q86X94,0
n383019,Q9HCJ0,0
n344695,Q9UKV8,0
n384625,Q96PU8,0
n381616,Q8NDV7,0
n345222,B7ZL34,0
n387210,Q86X94,0
n372993,Q07955,0
n365664,Q13148,0
n344540,Q13285,0
n406134,Q07955,0
n410638,Q13285,0
n382060,O43251,0
n407936,Q9Y6M1,0
n372578,P26599,0
n386735,Q13148,0
n370070,O00425,0
n378007,Q9UKV8,0
n381351,Q13285,0
n376522,Q9H9G7,0
n384140,Q9UPQ9,0
n363933,Q86X94,0
n346238,Q9UPQ9,0
n384484,Q9UKV8,0
n382317,Q8NDV7,0
n386448,P35637,0
n381557,Q13285,0
n369186,Q9HCE1,0
n410799,Q6PJX3,0
n381521,Q96PU8,0
n385727,P26599,0
n381786,Q9Y6M1,0
n385519,Q07955,0
n384738,P31483,0
n381559,Q07955,0
n385991,Q9HCJ0,0
n376336,Q9HCJ0,0
n407887,P35637,0
n376473,Q9Y6M1,0
n382184,Q9HCE1,0
n406480,Q07955,0
n379340,P26599,0
n375857,Q9UKV8,0
n344610,Q13148,0
n409674,Q13148,0
n409672,Q13148,0
n385185,Q07955,0
n408342,Q9UKV8,0
n345955,Q8NDV7,0
n345955,Q9NZI8,0
n345955,Q9Y6M1,0
n345955,P26599,0
n382184,Q8NDV7,0
n344808,Q6PJX3,0
n387106,B7ZL34,0
n345386,Q13285,0
n386538,Q13148,0
n344749,Q9Y6M1,0
n407766,P31483,0
n345168,Q8NDV7,0
n346200,Q96PU8,0
n378068,Q86X94,0
n386209,Q9H9G7,0
n381912,Q9HCJ0,0
n386492,Q13285,0
n385806,Q49AS9,0
n385813,Q86X94,0
n346448,Q8NDV7,0
n377656,Q07955,0
n368786,Q13148,0
n344741,P31483,0
n344741,Q9HCJ0,0
n344741,Q01844,0
n344741,Q86X94,0
n363561,Q9HCJ0,0
n384625,Q13285,0
n384625,Q9H9G7,0
n384625,P26599,0
n379340,B7ZL34,0
n407661,Q49AS9,0
n345110,Q9HCE1,0
n344677,P31483,0
n344677,Q6PJX3,0
n344677,B7ZL34,0
n344775,Q9HCE1,0
n376779,O00425,0
n385951,Q96PU8,0
n381414,Q9UL18,0
n387706,Q01844,0
n385139,Q9HCE1,0
n406336,Q9UPQ9,0
n345909,Q9Y6M1,0
n344931,Q9HCK5,0
n385145,P26599,0
n345934,P31483,0
n385203,Q07955,0
n377834,Q86X94,0
n383180,P35637,0
n344460,Q9HCE1,0
n376433,Q6PJX3,0
n375299,Q13148,0
n378201,Q9UPQ9,0
n377988,O43251,0
n384175,Q49AS9,0
n384558,Q9UKV8,0
n405556,Q8NDV7,0
n410191,O00425,0
n384228,Q9HCJ0,0
n384210,Q01844,0
n405460,Q07955,0
n346528,P26599,0
n344528,Q13285,0
n381272,Q96PU8,0
n385408,Q9H9G7,0
n346520,Q15717,0
n385685,O43251,0
n386448,Q9HCJ0,0
n385106,Q9HCK5,0
n406488,Q13285,0
n378094,Q86X94,0
n364158,Q8NDV7,0
n365451,Q13148,0
n344454,Q9UPQ9,0
n378866,Q8NDV7,0
n376314,O00425,0
n409406,Q9UL18,0
n385727,P31483,0
n406138,Q9UL18,0
n409709,Q9Y6M1,0
n409282,P26599,0
n381696,Q9HCJ0,0
n406126,Q13148,0
n380977,Q9HCE1,0
n410722,Q6PJX3,0
n344644,Q15717,0
n378503,Q6PJX3,0
n378366,O43251,0
n386735,O00425,0
n344490,Q8NDV7,0
n363566,Q01844,0
n345012,Q6PJX3,0
n368396,Q9Y6M1,0
n405508,O43251,0
n346533,Q9UPQ9,0
n384430,Q96PU8,0
n372953,Q6PJX3,0
n379122,Q9Y6M1,0
n383209,Q9UPQ9,0
n386628,Q9NZI8,0
n410638,Q9UPQ9,0
n384655,P35637,0
n376188,P31483,0
n344721,O43251,0
n386193,Q9UKV8,0
n382502,Q8NDV7,0
n406134,P26599,0
n387722,Q07955,0
n387722,Q86X94,0
n387722,O43251,0
n387722,Q13285,0
n407071,Q13148,0
n383077,Q07955,0
n383236,P31483,0
n345417,Q13285,0
n407466,Q96PU8,0
n382918,B7ZL34,0
n385793,P31483,0
n410149,O43251,0
n387719,Q9Y6M1,0
n407071,Q9H9G7,0
n409305,Q9UPQ9,0
n385685,Q86X94,0
n406866,Q13148,0
n410457,Q86X94,0
n380693,Q8NDV7,0
n346385,O00425,0
n407312,Q9UL18,0
n381409,P26599,0
n383233,Q9HCK5,0
n405620,Q07955,0
n387178,Q96PU8,0
n383218,Q9HCE1,0
n384927,Q9HCJ0,0
n384643,Q07955,0
n365664,Q6PJX3,0
n385468,Q13285,0
n344563,O43251,0
n376755,Q49AS9,0
n383802,Q86X94,0
n406409,Q9HCE1,0
n344530,Q13148,0
n386362,Q07955,0
n376411,Q9H9G7,0
n407410,Q96PU8,0
n385119,Q9UL18,0
n408051,Q9UL18,0
n345281,Q6PJX3,0
n367887,Q9HCJ0,0
n363811,O43251,0
n379841,Q9HCJ0,0
n408116,P26599,0
n385370,O43251,0
n386571,Q01844,0
n408353,B7ZL34,0
n371301,Q13148,0
n383509,Q9HCE1,0
n407410,O43251,0
n405862,Q9HCJ0,0
n345338,Q01844,0
n382691,O43251,0
n381011,Q01844,0
n344748,Q9HCE1,0
n384625,Q13148,0
n385106,Q13148,0
n345873,Q9UPQ9,0
n374109,Q86X94,0
n386034,Q9UL18,0
n344766,Q9HCE1,0
n344800,Q01844,0
n405705,Q9UKV8,0
n385370,Q8NDV7,0
n372935,P35637,0
n406883,Q49AS9,0
n375715,Q9Y6M1,0
n384422,Q9UPQ9,0
n384422,Q9Y6M1,0
n384422,Q6PJX3,0
n384422,Q13148,0
n406598,P31483,0
n369376,Q9UL18,0
n369376,P35637,0
n369376,Q13148,0
n345385,Q6PJX3,0
n383032,Q07955,0
n345694,Q9HCE1,0
n379841,Q01844,0
n407114,O00425,0
n382961,Q9NZI8,0
n345852,Q13148,0
n379107,O43251,0
n383693,Q01844,0
n344601,Q96PU8,0
n378726,Q9NZI8,0
n363658,P26599,0
n363658,Q49AS9,0
n363658,Q6PJX3,0
n346189,Q07955,0
n374604,Q8NDV7,0
n377137,Q01844,0
n384742,Q49AS9,0
n381057,Q9UKV8,0
n370180,Q8NDV7,0
n380693,O43251,0
n387722,P31483,0
n382502,Q9HCK5,0
n345185,Q07955,0
n370008,Q9Y6M1,0
n375473,Q6PJX3,0
n344658,Q6PJX3,0
n386343,Q8NDV7,0
n345386,Q9UPQ9,0
n345386,Q13285,0
n345386,Q49AS9,0
n345386,O43251,0
n370153,Q86X94,0
n409291,Q9NZI8,0
n346533,Q49AS9,0
n365366,Q9HCE1,0
n376544,Q9NZI8,0
n384227,Q07955,0
n406833,Q9H9G7,0
n384480,Q01844,0
n384480,Q96PU8,0
n384643,Q9H9G7,0
n408241,Q49AS9,0
n381231,Q9UPQ9,0
n407721,Q9UL18,0
n407464,Q9UL18,0
n409673,Q9H9G7,0
n345754,O43251,0
n344462,Q9Y6M1,0
n384770,Q9NZI8,0
n385685,Q13148,0
n344541,Q9HCK5,0
n385223,Q9Y6M1,0
n376203,Q9HCJ0,0
n344741,Q07955,0
n344800,Q13285,0
n411680,Q9UL18,0
n370540,Q9Y6M1,0
n410063,Q13148,0
n344741,Q9UPQ9,0
n407161,Q01844,0
n381623,Q9UPQ9,0
n410105,Q8NDV7,0
n367646,Q9HCK5,0
n382037,O43251,0
n382962,Q6PJX3,0
n387236,Q96PU8,0
n405217,O00425,0
n405569,Q9H9G7,0
n383521,Q01844,0
n387142,Q9H9G7,0
n385273,Q86X94,0
n344610,Q86X94,0
n374607,Q6PJX3,0
n380489,Q9Y6M1,0
n383077,Q13285,0
n383723,Q01844,0
n381414,Q9UKV8,0
n382286,Q9UPQ9,0
n382286,O43251,0
n382286,Q9HCE1,0
n382286,Q13285,0
n344772,B7ZL34,0
n383550,Q13285,0
n369512,Q96PU8,0
n377665,Q07955,0
n407851,Q01844,0
n381026,Q9HCJ0,0
n346189,Q13285,0
n363765,Q96PU8,0
n411550,Q13285,0
n381280,Q9H9G7,0
n376779,Q13148,0
n407050,Q9HCE1,0
n409438,P26599,0
n387016,B7ZL34,0
n405658,O43251,0
n383179,P35637,0
n409672,P31483,0
n409672,O43251,0
n409672,Q01844,0
n382502,Q01844,0
n381022,O43251,0
n386735,B7ZL34,0
n344538,O00425,0
n385185,Q9UKV8,0
n384140,Q9HCJ0,0
n382553,Q9UKV8,0
n346143,O43251,0
n410523,Q9UPQ9,0
n408131,P26599,0
n381773,Q15717,0
n382643,Q13285,0
n409438,Q86X94,0
n344749,B7ZL34,0
n381351,P26599,0
n381351,Q6PJX3,0
n381351,B7ZL34,0
n408292,Q9HCE1,0
n384498,Q96PU8,0
n406474,P35637,0
n345298,Q9H9G7,0
n386501,Q49AS9,0
n370290,Q9H9G7,0
n370290,P35637,0
n370290,Q86X94,0
n383747,Q86X94,0
n345751,O43251,0
n410630,P31483,0
n410630,Q9UPQ9,0
n410630,Q9Y6M1,0
n410630,Q96PU8,0
n345957,O43251,0
n410722,Q9HCK5,0
n407963,Q6PJX3,0
n409683,Q01844,0
n346075,O00425,0
n344986,Q9UL18,0
n410066,Q49AS9,0
n405477,P26599,0
n345045,Q96PU8,0
n386735,Q6PJX3,0
n375744,Q8NDV7,0
n375267,P35637,0
n387266,Q07955,0
n386194,Q01844,0
n344778,Q01844,0
n370290,Q13148,0
n344971,Q07955,0
n376985,Q13148,0
n364548,Q13148,0
n385315,Q9HCJ0,0
n377015,Q9HCJ0,0
n344574,Q6PJX3,0
n409707,Q49AS9,0
n408014,O00425,0
n407311,Q07955,0
n381280,Q9HCK5,0
n380693,P26599,0
n405523,Q8NDV7,0
n386957,Q96PU8,0
n381041,Q9UL18,0
n371587,P35637,0
n386682,B7ZL34,0
n345229,Q9UPQ9,0
n407500,Q6PJX3,0
n387063,Q13285,0
n366913,Q9H9G7,0
n382276,Q9UKV8,0
n405566,Q07955,0
n385044,Q8NDV7,0
n383025,Q96PU8,0
n384770,P35637,0
n344610,Q9HCK5,0
n406409,Q01844,0
n411556,Q9Y6M1,0
n387060,Q9UPQ9,0
n344971,Q9HCE1,0
n406883,Q9H9G7,0
n376433,Q96PU8,0
n407050,Q13285,0
n345038,Q01844,0
n384720,Q9HCK5,0
n346349,Q9UL18,0
n346537,P31483,0
n405621,Q9UKV8,0
n384558,P31483,0
n344711,Q9UL18,0
n376433,Q9HCE1,0
n408051,Q9HCE1,0
n346128,Q9HCK5,0
n384770,Q9HCJ0,0
n344975,Q07955,0
n379304,B7ZL34,0
n374499,Q07955,0
n381351,Q9H9G7,0
n379581,Q15717,0
n371915,Q86X94,0
n345886,Q07955,0
n409179,Q6PJX3,0
n381805,Q9Y6M1,0
n385787,Q07955,0
n384228,Q6PJX3,0
n383019,Q8NDV7,0
n385685,O43251,0
n382511,Q9HCJ0,0
n385729,Q6PJX3,0
n385729,O00425,0
n385729,Q49AS9,0
n385729,Q13285,0
n344772,Q9UKV8,0
n344462,Q6PJX3,0
n346361,Q96PU8,0
n408354,Q9UPQ9,0
n410105,Q9HCJ0,0
n345847,Q13285,0
n387439,Q96PU8,0
n345417,Q6PJX3,0
n384754,B7ZL34,0
n381272,Q9HCJ0,0
n406604,P31483,0
n381623,Q6PJX3,0
n344995,Q9UPQ9,0
n381942,P35637,0
n383236,Q86X94,0
n345222,Q13285,0
n346528,Q9UPQ9,0
n374890,Q86X94,0
n344490,Q07955,0
n406117,Q9NZI8,0
n407574,Q13148,0
n410152,P26599,0
n377799,Q96PU8,0
n405607,P26599,0
n409672,Q6PJX3,0
n409305,Q07955,0
n385729,Q13148,0
n370709,P31483,0
n344574,B7ZL34,0
n368267,P26599,0
n405456,Q9HCE1,0
n377740,B7ZL34,0
n346288,B7ZL34,0
n380158,Q96PU8,0
n407887,Q6PJX3,0
n344457,Q07955,0
n385727,Q13285,0
n406201,Q9UPQ9,0
n385139,Q86X94,0
n381623,Q8NDV7,0
n385202,Q49AS9,0
n345697,Q9H9G7,0
n346082,Q8NDV7,0
n344745,Q07955,0
n376381,P26599,0
n344880,Q9HCE1,0
n407761,Q9HCE1,0
n381409,Q96PU8,0
n384496,P26599,0
n380177,Q13148,0
n384325,Q07955,0
n344745,Q6PJX3,0
n377932,Q9UKV8,0
n384754,Q96PU8,0
n381353,Q13285,0
n366357,Q07955,0
n383862,Q9HCK5,0
n345455,Q9HCJ0,0
n410523,Q96PU8,0
n377799,Q07955,0
n379023,Q07955,0
n381431,Q9UKV8,0
n411694,O43251,0
n380158,Q9HCK5,0
n407073,B7ZL34,0
n344861,Q07955,0
n407073,Q01844,0
n370540,Q8NDV7,0
n344963,Q8NDV7,0
n385516,Q9UKV8,0
n382699,Q96PU8,0
n381585,Q6PJX3,0
n378520,Q9UPQ9,0
n364511,Q49AS9,0
n368395,Q9UL18,0
n386438,B7ZL34,0
n378136,P26599,0
n405884,Q9HCJ0,0
n382064,Q9UL18,0
n385511,Q13148,0
n345386,Q9HCJ0,0
n407441,Q9HCK5,0
n345045,O43251,0
n345045,Q01844,0
n345045,Q49AS9,0
n408051,Q13285,0
n381616,Q13285,0
n368637,P35637,0
n344478,Q6PJX3,0
n387397,P31483,0
n382061,Q9HCE1,0
n364548,P31483,0
n346428,Q9HCK5,0
n344604,Q9UKV8,0
n384533,Q9NZI8,0
n344691,Q13285,0
n377310,Q9Y6M1,0
n381351,P26599,0
n410194,P35637,0
n405607,Q49AS9,0
n405607,Q86X94,0
n405607,O00425,0
n405607,P35637,0
n344848,Q8NDV7,0
n410457,Q6PJX3,0
n407568,O43251,0
n344604,Q9H9G7,0
n407108,Q9UKV8,0
n411622,Q49AS9,0
n407588,Q07955,0
n345117,O43251,0
n385688,Q96PU8,0
n410457,Q9HCK5,0
n344800,Q9NZI8,0
n344800,Q6PJX3,0
n344800,Q13148,0
n344800,Q9UPQ9,0
n345222,Q01844,0
n407447,Q6PJX3,0
n410068,Q86X94,0
n384754,Q13148,0
n346026,Q15717,0
n384750,Q9HCJ0,0
n345437,Q96PU8,0
n378002,O00425,0
n383496,Q6PJX3,0
n345323,Q9HCJ0,0
n345222,Q13148,0
n346465,P31483,0
n367676,Q9UKV8,0
n345457,Q13285,0
n376314,Q9UPQ9,0
n345437,Q6PJX3,0
n369243,Q8NDV7,0
n408241,P26599,0
n382328,Q9UPQ9,0
n386687,O43251,0
n344574,Q9H9G7,0
n386067,Q8NDV7,0
n381409,Q13148,0
n344678,Q86X94,0
n407108,Q15717,0
n381078,Q8NDV7,0
n381443,Q9HCE1,0
n380151,O43251,0
n345686,O00425,0
n344651,Q9HCJ0,0
n364168,P26599,0
n345077,Q96PU8,0
n386451,Q13285,0
n385511,Q96PU8,0
n385638,Q86X94,0
n386362,Q13148,0
n386362,Q13285,0
n386362,Q9UPQ9,0
n386362,Q6PJX3,0
n345386,Q9HCK5,0
n380707,Q9NZI8,0
n345653,Q6PJX3,0
n407434,Q49AS9,0
n379342,B7ZL34,0
n408353,Q8NDV7,0
n408241,Q13148,0
n410453,O43251,0
n409179,Q9HCJ0,0
n408277,Q13148,0
n378631,Q15717,0
n345653,Q9H9G7,0
n406300,Q01844,0
n406300,Q9NZI8,0
n406300,O43251,0
n406300,B7ZL34,0
n406145,Q9UL18,0
n372317,P31483,0
n345813,Q9HCJ0,0
n407311,O43251,0
n379107,Q9HCE1,0
n379107,Q9UKV8,0
n379107,Q15717,0
n344457,Q01844,0
n407550,Q6PJX3,0
n384625,Q07955,0
n380651,P31483,0
n381981,P31483,0
n405990,Q96PU8,0
n405566,Q96PU8,0
n405979,O43251,0
n384686,Q01844,0
n369925,Q8NDV7,0
n386025,P31483,0
n410462,Q9UKV8,0
n346392,Q01844,0
n377670,P31483,0
n410565,Q9NZI8,0
n407465,Q9UL18,0
n384625,Q9UKV8,0
n345304,Q9NZI8,0
n384605,Q9HCE1,0
n371453,Q9UL18,0
n344872,B7ZL34,0
n345589,Q9UL18,0
n378567,O43251,0
n344719,B7ZL34,0
n407311,Q6PJX3,0
n376049,Q9HCK5,0
n383233,Q9H9G7,0
n368764,Q13148,0
n406134,P31483,0
n367775,Q9HCE1,0
n385725,O00425,0
n367417,P26599,0
n380415,Q9NZI8,0
n376203,P31483,0
n378390,Q8NDV7,0
n378190,P26599,0
n346398,Q96PU8,0
n345031,Q9HCJ0,0
n406194,Q96PU8,0
n372815,Q9H9G7,0
n378520,B7ZL34,0
n384690,Q49AS9,0
n405665,Q6PJX3,0
n385685,Q6PJX3,0
n345003,O00425,0
n382184,Q9HCK5,0
n384270,Q13148,0
n346349,Q01844,0
n384209,Q9HCJ0,0
n345437,B7ZL34,0
n346031,Q9UKV8,0
n406422,Q9H9G7,0
n345777,Q96PU8,0
n346082,Q49AS9,0
n368786,Q9H9G7,0
n368786,Q96PU8,0
n368786,Q01844,0
n384227,Q07955,0
n379841,Q49AS9,0
n377680,Q01844,0
n364544,Q9H9G7,0
n365413,Q96PU8,0
n386100,Q13285,0
n387292,O00425,0
n381414,Q9HCE1,0
n410063,Q9HCK5,0
n383862,Q9H9G7,0
n405510,O43251,0
n344803,Q9H9G7,0
n383794,Q9Y6M1,0
n379841,O43251,0
n384996,Q13285,0
n384770,P26599,0
n381272,Q8NDV7,0
n407553,Q96PU8,0
n345831,Q49AS9,0
n368637,Q01844,0
n345386,Q8NDV7,0
n345170,Q13285,0
n384026,Q49AS9,0
n381323,Q13285,0
n345653,Q13285,0
n345981,Q9Y6M1,0
n406144,Q9UPQ9,0
n346071,Q9NZI8,0
n386585,Q86X94,0
n344745,Q96PU8,0
n385725,Q9Y6M1,0
n344687,P31483,0
n410143,Q9HCK5,0
n406883,Q9UKV8,0
n377717,P35637,0
n344975,P35637,0
n344745,Q13148,0
n368608,Q86X94,0
n368608,Q9NZI8,0
n368608,B7ZL34,0
n385729,Q9HCE1,0
n386649,P31483,0
n382996,Q96PU8,0
n387719,Q8NDV7,0
n371667,Q13285,0
n385064,Q9H9G7,0
n385064,Q9UKV8,0
n385064,O00425,0
n367417,P31483,0
n411597,Q9HCK5,0
n379581,Q9HCK5,0
n385527,Q9HCE1,0
n377427,Q13148,0
n371667,O00425,0
n378866,Q9HCK5,0
n384624,O43251,0
n407659,P31483,0
n363491,Q9HCK5,0
n385210,Q96PU8,0
n385729,P35637,0
n386231,Q9UPQ9,0
n346110,Q13285,0
n344699,Q9HCE1,0
n381568,Q9H9G7,0
n368267,Q13148,0
n346094,Q86X94,0
n344872,Q13285,0
n382632,Q8NDV7,0
n345387,P35637,0
n385787,Q49AS9,0
n379107,P35637,0
n407465,O43251,0
n379293,Q01844,0
n409636,Q8NDV7,0
n365315,O43251,0
n344500,Q9HCE1,0
n376314,Q49AS9,0
n344530,P26599,0
n381885,Q49AS9,0
n406246,Q9HCE1,0
n387397,Q07955,0
n346167,Q9UPQ9,0
n385202,Q9HCK5,0
n384227,Q9HCE1,0
n374660,P26599,0
n387393,Q86X94,0
n344971,O43251,0
n344659,Q9NZI8,0
n344659,Q9UPQ9,0
n344659,B7ZL34,0
n344659,Q9NZI8,0
n386977,Q86X94,0
n408119,Q9UPQ9,0
n370117,Q9HCJ0,0
n405566,Q86X94,0
n387397,Q9HCE1,0
n378107,Q07955,0
n376985,Q96PU8,0
n344646,O00425,0
n345975,Q9H9G7,0
n406198,Q01844,0
n387116,Q6PJX3,0
n367646,P35637,0
n371907,P31483,0
n407050,Q6PJX3,0
n385849,O00425,0
n386682,Q07955,0
n381409,Q13285,0
n384755,Q86X94,0
n386395,Q86X94,0
n345417,Q9HCE1,0
n382330,Q9UKV8,0
n410152,Q01844,0
n384227,Q9UKV8,0
n345179,Q49AS9,0
n375577,P35637,0
n410143,Q13285,0
n344775,Q07955,0
n344610,B7ZL34,0
n370574,Q13148,0
n382094,Q9UPQ9,0
n366714,Q07955,0
n406202,Q9HCK5,0
n376433,Q8NDV7,0
